id,title,aliases,bpm,artist,level
1279,魔法少女とチョコレゐト,魔法少女とチョコレゐト|巧克力2|魔法少女与巧克力|腐外道2|魔法少女巧克力|巧克力|马猴烧酒和巧克力|魔法少女和巧克力|魔法少女,150,ピノキオピー,DX 3 | DX 6 | DX 9 | DX 13
1278,神っぽいな,神っぽいな|像神一样呐|像神一样|神|像神一样啊|神呐|黑化初音|风拂过之处|像神,142,ピノキオピー,DX 2 | DX 6 | DX 8+ | DX 11+ | DX 13
1275,ヒバリ,ヒバリ|俩个羽毛球|两个羽毛球|羽毛球|姬雏鸟|hibari|云雀|七八刀|羽毛球跳舞|匕八刀,140,HIMEHINA,DX 2 | DX 5 | DX 10+ | DX 13
1274,FLUFFY FLASH,fluffy flash|ff14|福利闪光|结城莉玖|ff|绒闪,252,Kobaryo,DX 6 | DX 8 | DX 12+ | DX 14
1269,Trrricksters!!,trrricksters!!|黄泉盟主|trrr|tricksters|trr|羊角人|雅迪|难|trickstar|！|!|trickster|1秒15.4|地雷|二见鸟,155,s-don vs. 翡乃イスカ,DX 6 | DX 8 | DX 12+ | DX 14
1267,独りんぼエンヴィー,独りんぼエンヴィー|孜然炉火|蛙|虾|孑然妒火|🦐|孜然驴肉|孜然驴火|房间已解散|ebi,132,koyori（電ポルP）,DX 1 | DX 6 | DX 8 | DX 12+
1265,ボッカデラベリタ,ボッカデラベリタ|真理之口,170,柊キライ,DX 3 | DX 7 | DX 10 | DX 13
1264,Alice's Suitcase,alice's suitcase|爱丽丝手提箱|爱丽丝的手提箱|手提箱|🧳|as|爱丽丝|旅行箱|alice,190,Endorfin.「Arcaea」,DX 3 | DX 7+ | DX 10+ | DX 13+
1258,きゅうくらりん,きゅうくらりん|心跳不止|心跳不已|可不抱头|晴天娃娃|ddlc|心动不已|心跳不动|纱世里|绿衣女人摸脸蛋|心梗不已|心梗不止|蓝衣哭泣少女|kyu-kurarin,220,いよわ,DX 4 | DX 7 | DX 11+ | DX 13+
1256,キュートなカノジョ,キュートなカノジョ|可爱的女朋友|女朋友|可爱女友|米塔,160,syudou　feat.音楽的同位体　可不（KAFU）,DX 3 | DX 6 | DX 9+ | DX 12+
1251,ピュグマリオンの咒文,ピュグマリオンの咒文|黑塔|小魔女咒文|魔法小萝莉|咒文|皮格马利翁的咒文|大黑塔,190,アリスシャッハと魔法の楽団,DX 4 | DX 7 | DX 10+ | DX 13+
1250,Hainuwele,hainuwele|华为|华为完了|nova11se|huawei|超大杯|雅迪,175,ETIA.,DX 5 | DX 8 | DX 12+ | DX 14
1249,電光石火,電光石火|电光石火|妖艳魔男2|电光火石|🤨|俄洛伊|裸男,165,HiTECH NINJA,DX 5 | DX 8 | DX 12+ | DX 14
1248,Ghost Dance,ghost dance|鬼舞|gd|魂5|幽灵跳舞,154,亜沙 feat.くろくも,DX 4 | DX 7+ | DX 10 | DX 13
1247,NightTheater,nighttheater|夜剧场|night theater|nt|夜剧院|嘻嘻嘻|剧院,151,わかどり,DX 3 | DX 7+ | DX 11+ | DX 13+
1242,ばかみたい【Taxi Driver Edition】,ばかみたい【taxi driver edition】|像笨蛋一样|八嘎米袋|别急20|打咩打捏|如龙的雨|笨蛋|八嘎|oceancat|羽染|玛恩纳|哭包羽染|像个傻瓜|🐶|如龙5|bakamitai|海猫络合物|海猫|damedane|🥃|铃木太一|哒咩哒咩,74,桐生一馬(黒田崇矢),DX 2 | DX 6 | DX 12 | DX 13
1240,群青シグナル,群青シグナル|体育生2|群青|群青2|群青信号|群青讯号|体育生丢篮球,206,テヅカ feat. 獅子神レオナ,DX 5 | DX 8 | DX 11+ | DX 13+
1234,VIIIbit Explorer,viiibit explorer|标准浏览器|标准8bit|标准八比特|8bit|8比特|标巴比特|八位探索者|八比特|标8bit|5*8-30/2+3bit|8bit浏览器|八比特管理器|8比特浏览器|巴比特|八比特浏览器|海葵姐|浏览器|大手子|dx八比特|dx8bit,188,Lime,DX 6 | DX 8 | DX 13 | DX 14+ ; STD 6 | STD 8 | STD 12+ | STD 14
1227,マーシャル・マキシマイザー,マーシャル・マキシマイザー|可不戴耳机|马修麦泽|最大化|mm|最大化者|马歇尔最大化器|马歇尔|marshall maximizer|可不听歌|maximizer|马歇尔最大化,190,柊マグネタイト feat.可不,DX 4 | DX 7 | DX 9+ | DX 13
1226,モンダイナイトリッパー！,モンダイナイトリッパー！|指南针|没问题tripper|モンダイナイトリッパー|萌呆奶|没问题|tripper|名取纱那|旅行者|没问题！Tripper！|兔兔|没问题旅行家,180,名取さな,DX 4 | DX 7 | DX 10+ | DX 13+
1223,SUPER AMBULANCE,super ambulance|120|千夏肚脐眼|千夏开大|俺不能死|救护车|超级救护车|🚑|超级小千夏|日向千夏,200,AJURIKA,DX 6 | DX 8+ | DX 12 | DX 14
1221,Catch Me If You Can,catch me if you can|你抓不住我|抓我|兔女郎|有种抓住我|早乙女彩华|兔女郎彩华|猫鼠游戏|露娜|樱岛麻衣|来抓我呀|抓我如果你可以|山里灵活的狗|如果你能抓到我|山吹沙绫|如果你能抓住我,130,曲：TAKU INOUE／歌：早乙女 彩華(CV：中島 唯),DX 5 | DX 7 | DX 10+ | DX 13
1219,セカイ,セカイ|sekai|世界,133,DECO*27×堀江晶太(kemu),DX 2 | DX 6 | DX 10 | DX 12+
1218,群青讃歌,群青讃歌|群青赞歌|pjsk|赞歌,168,Eve / 初音ミク、星乃一歌、花里みのり、小豆沢こはね、天馬司、宵崎奏「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,DX 1 | DX 6 | DX 9 | DX 12
1216,Random,random|阮冬木|随机|燃冬,132,Sobrem × Silentroom,DX 3 | DX 7 | DX 11 | DX 13+
1214,田中,田中|tanaka|屎|神曲神谱,186,立秋 feat.ちょこ,DX 5 | DX 8 | DX 12 | DX 14
1213,スカーレット警察のゲットーパトロール24時,スカーレット警察のゲットーパトロール24時|👮|东方警察24时|24时|蟑螂跳舞|东方警察|警察出警24小时|funky|警察24时|斯卡雷特警察|斯卡蕾特警察|24时警察|斯卡雷特|斯卡蕾特|蕾米出警|琪露诺跳舞|警察|蕾米琪露诺斗舞|尾杀大b圈,160,七条レタスグループ,DX 3 | DX 7 | DX 9 | DX 13
1211,ヴィラン,ヴィラン|碧浪|恶者|反派|villan|反派角色|villain|糜烂,102,てにをは,DX 2 | DX 6 | DX 9 | DX 11+ | DX 13
1210,フォニイ,フォニイ|phony|扶你|噗泥|奶龙跳舞|凤梨|7才二亻|佛尼|伪物|7才二人|狐狸面具,170,ツミキ,DX 2 | DX 6 | DX 9+ | DX 11 | DX 13
1207,アニマル,アニマル|animal|猫猫初音|猫抓板|deco喵喵叫|动物|猫葱,188,DECO*27,DX 3 | DX 7+ | DX 10+ | DX 13
1206,Don't Fight The Music,don't fight the music|憋打歌|刹那立正|小气走|别打音乐|不要打歌|别打歌|刹那|宵崎奏|刹那赢冰箱|是我在制作这些视频|赢取冰箱|不好导弹来袭|不要战斗这音乐|不准打歌|不准揍乐|老婆,195,黒魔,DX 5 | DX 9 | DX 12+ | DX 14
1205,蜘蛛の糸,蜘蛛の糸|四百块|蜘蛛系|蜘蛛的丝|滴嘟丝|蜘蛛丝|蜘蛛的糸|spider’s thread|🕸️|spider's thread|不来方永爱|蜘蛛之丝|长城|不来方,180,きくお×cosMo＠暴走P feat.影縫英,DX 5 | DX 8+ | DX 12+ | DX 14
1199,Transcend Lights,transcend lights|超越光|九月的雨|超超光光|美瞳广告|小女孩们的茶话会|超越之光|bright主题曲|别急19|音击的武士|tl|萝莉的雨|音击妹妹|114514|音击的雨,70,曲：小高光太郎／歌：オンゲキシューターズ,DX 4 | DX 7 | DX 11 | DX 13
1198,エータ・ベータ・イータ,エータ・ベータ・イータ|hera2|eta beta ita|赫拉2|蓝原椿|赫拉二|工一夕八一夕人一夕|咱家那超级大串|工一夕|ἥβη|阿尔法|蓝的椿,186,ルゼ,DX 6 | DX 7+ | DX 12 | DX 14
1195,パズルリボン,パズルリボン|蝴蝶结|拼图丝带|puzzle ribbon|红发男|游乐王子|未知无心|东云彰人,215,すりぃ feat.りょーくん,DX 5 | DX 7+ | DX 11 | DX 13
1191,ジャンキーナイトタウンオーケストラ,ジャンキーナイトタウンオーケストラ|瘾者之夜|玛奇玛|🤫|瘾者之夜城镇乐队|junky night town orchestra|隐者之夜,145,すりぃ,DX 3 | DX 6 | DX 10 | DX 12+
1186,folern,folern|北冰洋|迪希雅|水陈|佛冷|给我玩中二节奏,200,ぬゆり,DX 5 | DX 8 | DX 12 | DX 13+
1185,ツクヨミステップ,ツクヨミステップ|月读|水枪|斯普拉遁|月读舞步|女人拿水枪|戴帽女人滋水枪|水枪姐|嗒嗒啦嗒啦嗒嗒,172,ユリイ・カノン feat.nameless,DX 4 | DX 7+ | DX 10+ | DX 13
1184,コスモポップファンクラブ,コスモポップファンクラブ|芭芭拉拉粑粑|吧啦吧吧吧|cosmo pop funclub|宇宙流行乐俱乐部|小魔仙|cpfc|巴啦啦小魔仙|巴啦啦|巴拉巴巴巴|cosmo pop fanclub|巴拉巴巴拉,189,ナユタン星人,DX 3 | DX 6 | DX 10+ | DX 13
1180,三妖精SAY YA!!!,三妖精say ya!!!|三铸币开大|saya|say ya|三笨蛋|三小只|我们三|三月精|三妖精塞牙|tfgirls|萨莉亚|三妖精|三亚|月下三妖精|sayya,150,森羅万象,DX 3 | DX 6 | DX 10 | DX 13
1177,Spring of Dreams,spring of dreams|春梦|春之港湾|娜兹玲|莉莉白|小老鼠,153,3L (NJK Record),DX 3 | DX 6 | DX 10 | DX 12+
1176,Sage,sage|世嘉|撒歌|贤者|sega|sabe|圣人|撒给|萨格|圣徒|撒哥,145,かめりあ,DX 6 | DX 8 | DX 12+ | DX 14
1175,チューリングの跡,チューリングの跡|屠龙之技|图灵|灭火器|螺号|jazz for your soul|图灵之跡|信用2|迹|白法院吹萨克斯|🎷|credits2|图灵之迹|🎷🥚|图灵轨迹|萨克斯|图灵之寄|dx信用,180,Frums,DX 4 | DX 8 | DX 13 | DX 14+
1173,Swift Swing,swift swing|迪拉熊跳舞|他们是经理|滴蜡熊爱跳舞|海澜之家|迪拉熊热舞|滴蜡熊热舞|白铜寺拉小提琴|荡秋千|ss2|五熊扛鼎,150,Laur,DX 4 | DX 8 | DX 12 | DX 14
1166,HECATONCHEIR,hecatoncheir|百足巨人|MysteryPrism|百手巨人|摆臂巨人|百臂巨人|捅椅子|heca|他猫上椅子,155,Yuta Imai,DX 5 | DX 8 | DX 12+ | DX 14
1161,BANG!,bang!|钢管|棒|邦|bang,128,Shoichiro Hirata feat.Sana,DX 2 | DX 6 | DX 10+ | DX 13
1160,Love's Theme of BADASS ～バッド・アス 愛のテーマ～,love's theme of badass ～バッド・アス 愛のテーマ～|猫抓板|拔大蒜|僵尸骑摩托|拔大葱|绿巨人骑摩托车|扒大蒜|哥布林骑摩托|badass|坏屁股|干打雷|恶尻|马达加斯加|爱的主题坏屁股|小绿人,202,Hommarju,DX 6 | DX 8 | DX 13 | DX 14
1156,BLUE ZONE,blue zone|蓝粽|蓝得盆|蓝的盆|极品飞车|蓝界|蓝色高级车|蓝的区|蓝车|蓝的车|飞车|蓝区|蓝色区域,168,Tatsh x NAOKI,DX 4 | DX 8 | DX 11 | DX 14
1152,otorii INNOVATED -[i]3-,otorii innovated -[i]3-|电刑|熊二|雷电法王|雷熊|囚徒|紫色滴蜡熊|i3|闪电熊|⚡🐻|电熊|电所有人前列腺|大鸟居|电你前列腺|电击前列腺|耳机漏电|特大迪拉熊|鸟居|电所有人|前列腺,210,NAOKI underground,DX 6 | DX 8+ | DX 13 | DX 14
1149,8-EM,8-em|大大大|很酷，不说话|涩图|橘优羽|atm|syk|大柰子|小孩|喰喰|8em|国服没奈子|大扔子|大头照,168,Sampling Masters AYA,DX 5 | DX 8 | DX 12+ | DX 13+
1148,Dreadnought,dreadnought|无畏舰|死亡手电筒|手电筒|大喷菇|无畏号战舰|🔦|巧脆卷|望远镜|无畏号|无畏战舰|无畏契约|瓦|无畏,192,Mastermind(xi+nora2r),DX 5 | DX 8+ | DX 12+ | DX 13+
1147,Armageddon,armageddon|阿空|太阳信仰|arma|世界末日|东方树叶|⑥|阿玛革冬|阿妈咯噔|灵乌路空|灵知的太阳信仰|核弹|切菜|世界末白|阿玛戈登|世界mobi|核爆,210,LeaF,DX 5 | DX 8 | DX 12+ | DX 13+
1146,初音天地開闢神話,初音天地開闢神話|开天辟地|天地开辟|开辟神话|开辟|初音未来毁天灭地|初音未来日天日地|毁天灭地|盘古开天辟地|初音毁天灭地神话|初音未来开天辟地|开辟天地|盘古|消失2|神话|盘古未来|初音天地开辟神话|初音未来开辟神话|初音开天辟地,240,cosMo＠暴走P,DX 5 | DX 8 | DX 11 | DX 13+
1145,エンヴィーベイビー,エンヴィーベイビー|剔牙|envy baby|林尼|雀魂|拼多多|嫉妒宝贝|打牌|envybaby|envy,171,Kanaria,DX 3 | DX 7 | DX 9+ | DX 13
1144,ヴァンパイア,ヴァンパイア|做核酸|玩牌儿|袁绍|玩牌呀|nichan|miku口罩|vampire|吸血鬼|口罩妹|棒棒鸭|核酸检测,164,DECO*27,DX 3 | DX 6 | DX 10 | DX 11+ | DX 13
1143,"Good bye, Merry-Go-Round.","good bye, merry-go-round.|龙图|goodbye,mother-not-found|good bye, mothre-not-found|旋转mua|再见，旋转木马|白人掐腰|旋转木马|再见旋转木马|🐴|🐎|旋转古神|木马|江南style|🔁🌲🐴|阿尼娅|good bye, mother-not-found.|🎠|再见转圈圈|good bye, mother-not-found|杩|good bye merry go round|日向千夏|旋转木妈|千夏叉腰",185,Yooh,DX 5 | DX 7+ | DX 12 | DX 14
1142,sølips,sølips|100块|solips|100块钱|100元|一百块|索|嗦|🔒|solidworks|s∅lips|唯我论|so|索利普斯|s空集lips|蓝的盘,199,rintaro soma,DX 6 | DX 8 | DX 13+ | DX 14+
1137,Halcyon,halcyon|翡翠鸡|sd🐔|翡翠鸟|标准翡翠鸡|标翡翠鸡|静谧之鸟|翡鸡杯|脆皮鸡|dx翡翠鸡|浅鸽处刑曲|🐔|小公交车,191,xi,DX 3 | DX 8 | DX 11 | DX 13 ; STD 6 | STD 8+ | STD 12 | STD 14
1136,ハードコア・シンドローム,ハードコア・シンドローム|hardcore syndrome|打胶|creeping|打交|打交第一名|硬核综合症|哈皮和tpz开音趴|hardcore|硬核|打架第二名|哈皮打交|哈德口|硬核综合征|罚站|友人对战|tanoc全明星|梅西哥拆机|哈德阔|梅西歌|老兵敬礼|我脸上有交互吗|怎么 我脸上是有交互吗|tpz立正|咋的我脸上是有交互吗,180,t+pazolite (HARDCORE TANO*C) feat.TANO*C ALL STARS,DX 5 | DX 8 | DX 12 | DX 13+
1135,スピカの天秤,スピカの天秤|黑化希望泪|希望泪2|交流电电棍|绝望泪|心灵终结|天秤|这个需要你自己衡量|天平,252,Acotto,DX 5 | DX 8+ | DX 13 | DX 14
1134,Limits,limits|限制|极限,140,舞ヶ原シンセ研究会,DX 3 | DX 6 | DX 10 | DX 13
1133,We Are Us,we are us|我们是美国|wau|我们是我们,145,舞ヶ原シンセ研究会,DX 3 | DX 6 | DX 10 | DX 13
1130,リモコン,リモコン|双子转转转|switch|遥控器|思维驰学习机,165,じーざすP（ワンダフル☆オポチュニティ！）,DX 3 | DX 6 | DX 9 | DX 13
1129,アカツキアライヴァル,アカツキアライヴァル|拂晓|初音未来和波奇|鱼葱|女同8|拂晓已至|拂晓抵达|akatsuki arrival,125,Last Note.,DX 2 | DX 6 | DX 10 | DX 13
1128,ラグトレイン,ラグトレイン|延误列车|打地鼠|延迟列车|烟雾列车|少女终末旅行|列车|15列车|lag train|电车迟到|lagtrain,147,稲葉曇,DX 2 | DX 6 | DX 9+ | DX 13
1126,躯樹の墓守,躯樹の墓守|躯树の墓守|墓守|噔噔|🌳|树|守墓人|小红帽|躯树的墓守|红色羽毛球|洛茜|躯树|躯树墓守|蕾米坠机|躯世的墓琴|去世的木琴,211,隣の庭は青い(庭師+Aoi),DX 6 | DX 9+ | DX 13 | DX 14+
1121,インドア系ならトラックメイカー,インドア系ならトラックメイカー|室内系|nichan|小姐姐|一笔画|室内轨道制造商|indoor系|室内系的track maker|内向都是作曲家|室内系的trackmaker|track maker|法修散打,128,Yunomi & nicamoq,DX 2 | DX 7+ | DX 10 | DX 13
1120,なだめスかし Negotiation（TVsize）,,150,鹿乃と宇崎ちゃん「宇崎ちゃんは遊びたい！」,DX 3 | DX 6 | DX 8 | DX 12
1119,Falsum Atlantis.,falsum atlantis.|艾伦走路人|亚特兰提斯|在海下面在海下面|虚伪的亚特兰蒂斯|亚特兰蒂斯|皇城刹那|刹那下海|水神8|fa|刹那|娜英|香草|faded|胃癌又闹|老婆,160,kanone,DX 4 | DX 8 | DX 12+ | DX 14
1118,LiftOff,liftoff|关电梯|起飞|dx四月雨|火箭|电梯下降|刑具|抬棺|发射|长角女孩|妙脆角|东云纺|赫拉0.5|妈呀阿卡伊,137,MAYA AKAI,DX 4 | DX 8 | DX 11+ | DX 13+
1117,No Limit RED Force,no limit red force|无限红|无限红力|无尽的赤红之力|红色电音极地大冲击,146,曲：本多友紀（Arte Refact）／歌：オンゲキシューターズ,DX 2 | DX 7 | DX 9+ | DX 12+
1116,ぱくぱく☆がーる,ぱくぱく☆がーる|江江炫饭|报菜名|江江|江江下锅|江江报菜名|江江今天吃什么|pac pac girl|大胃袋江子,121,曲：齋藤大／歌：珠洲島 有栖(CV：長縄 まりあ),DX 4 | DX 7 | DX 10 | DX 13
1115,Destr0yer,destr0yer|——口|destr🦌yer|标准d0|别急10|消除男|----------☀️◻|标d0|驱逐舰|神父|毁灭者|d0|终极闪光|方块头|destroyer|削除射线|削除光线|削除|界限突破|毁灭方块人|null|dx削除射线|一一一一一口|破坏者,90,削除 feat. Nikki Simmons,DX 2 | DX 7+ | DX 11 | DX 12+ ; STD 4 | STD 8 | STD 12 | STD 14
1114,神々が恋した幻想郷,神々が恋した幻想郷|东方南十字|众神眷恋的十字星|幻想乡|神恋|东十字|众神眷恋的幻想乡|testify|神都得意俺们屯|东十字星|青春版白南十字星|神仙稀罕俺们屯|终神眷恋的南十字|神眷|小南十字,155,Unlucky Morpheus,DX 2 | DX 7 | DX 10+ | DX 13
1111,悪魔の踊り方,悪魔の踊り方|恶魔|恶魔的舞蹈方式|恶魔踊|恶魔跳舞|👿👯|👁|👁️|恶魔跳舞的方式|踊方,106,キタニタツヤ,DX 2 | DX 6 | DX 9+ | DX 13
1110,失敗作少女,失敗作少女|失败作少女|我肯定|失败作|成功当男娘,235,かいりきベア・MARETU feat.初音ミク,DX 3 | DX 7 | DX 10 | DX 13
1109,U&iVERSE -銀河鸞翔-,u&iverse -銀河鸞翔-|银河鸾翔|银河鸞翔|鸾翔|金典有机奶|u&amp|iverse -銀河鸞翔-|3d白猫|银河拉翔|银河翱翔|universe|银河乱翔|银河飞翔|金牛奶|银河|银河卵翔|kop3rd预选曲|银河护卫队|😫|milk走路人|银河鸟翔,140,Kai VS 大国奏音 VS 水野健治,DX 5 | DX 9 | DX 12 | DX 14
1108,Yorugao,yorugao|犹如高|油乳膏|月光花|牙膏|夜颜|紫黑|有乳膏|牛肉干|有如皋|优乳膏|犹乳膏|屎|大便,182,An & Ryunosuke Kudo,DX 5 | DX 8 | DX 12 | DX 14+
1106,Alcyone,alcyone|昴宿六|古希腊掌管反手交互的神|alc|凯尔希|高丽,176,PRASTIK DANCEFLOOR,DX 4 | DX 7+ | DX 12 | DX 14
1102,マツヨイナイトバグ,マツヨイナイトバグ|蠢虫|待宵的萤火虫|绿色夜光虫|阿氯|萤火虫|绿色苍蝇|东方绿毛虫|莉格露|绿色女人|绿毛虫|苍蝇妹|绿毛龟|nightbug|绿头发,190,ビートまりおとまろん,DX 3 | DX 7+ | DX 10+ | DX 13+ | DX 14
1098,Technicians High,technicians high|蓝的盆|高科技|标准科技高|科技很高|科技高|dx科技高|科技,165,HiTECH NINJA,DX 5 | DX 8 | DX 11+ | DX 13 ; STD 4 | STD 7+ | STD 11 | STD 13+
1093,セカイはまだ始まってすらいない,セカイはまだ始まってすらいない|世界还没有开始|世界还未开始|天马司倒了,138,ピノキオピー / 初音ミク / ワンダーランズ×ショウタイム「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,DX 2 | DX 6 | DX 8+ | DX 12+
1089,アンビバレンス,アンビバレンス|言叶5|ambivalence|我喜欢阿瓦鲁|二律背反|矛盾心理|穿心,187,すりぃ×相沢,DX 4 | DX 7 | DX 10+ | DX 13 | DX 13+
1088,Southern Cross,southern cross|南方十字|特大|南十字星|全是交互|麦当劳1+1|南十字|南十字深深封印|噩梦之城|打交神曲|403|♂十字|守护南十字星|舞萌特大|🌟|1+1|一加一|打交|商场跑圈|舞立方体验票|星星保卫战|绕着商场跑一圈|鼓手模拟器|和ysk猜拳,171,403,DX 3 | DX 7 | DX 10+ | DX 13 | DX 13+
1087,廻廻奇譚,廻廻奇譚|灰灰鸡蛋|廻廻奇谭|奇谭|回回奇谈|保龄球|🤞|咒术回战|🎳|咒术回战主题曲|轮回奇谭|回回奇谭,185,Eve TVアニメ「呪術廻戦」第1クールオープニングテーマ,DX 4 | DX 7 | DX 9+ | DX 11+ | DX 13
1085,グッバイ宣言,"グッバイ宣言|扭手宣言|卡手宣言|886宣言|再见宣言|one,two|✌️👌|再会宣言|七濑玲奈",170,Chinozo,DX 2 | DX 7 | DX 9+ | DX 12+
1083,竹,竹|take|🎍|↑↓|ta↓ke↑|bamboo|屎|大便,150,立秋 feat.ちょこ,DX 5 | DX 8+ | DX 12 | DX 14
1080,テレキャスタービーボーイ,テレキャスタービーボーイ|电吉他说唱男孩|telecaster b-boy|♡|电吉他b男|比心|我爱你|tbb|电视广播员蜜蜂男孩|合体|bboy|telecaster b boy|pop子|telecaster,182,すりぃ,DX 2 | DX 7 | DX 9+ | DX 11+ | DX 12+
1079,NAGAREBOSHI☆ROCKET,nagareboshi☆rocket|流星火箭|火箭|那旮热博士|火箭猫猫|福瑞火箭|火箭福瑞|火箭猫|梅干茶渍|飞天兽太|小羊|像素猫猫,216,梅干茶漬け,DX 6 | DX 8 | DX 12 | DX 14
1076,とびだせ！TO THE COSMIC!!,とびだせ！to the cosmic!!|起飞|太空牛奶猫|とびだせ|女同13|とびだぜ|universe主题曲|新牛奶|飞向宇宙|缝合怪|牛奶3|牛奶2|宇宙牛奶|舞萌2023主题曲|压缩tpz|uni|uni主题曲|去宇宙|猫娘开飞船,185,t+pazolite feat. しゃま(CV:種﨑 敦美) & みるく(CV:伊藤 あすか),DX 4 | DX 8 | DX 12 | DX 13+
1075,脳天直撃,脳天直撃|脑天直击|脑天直寄|头部受到打击|脑天|脑花|脑瘫直击|生鱼片蘸芥末|脑瘫至极|nt|脑瘫,145,黒沢ダイスケ VS 穴山大輔,DX 5 | DX 8+ | DX 12+ | DX 14+
1074,宿星審判,宿星審判|审判|宿星|奏明天空|宿暗示|曹逸凡|星怒审判|雷电法王|竹雨|爱蜜莉雅|大慈树王|纳希坦|纳西妲|原神草神|宿星审判|宿|雅迪,189,suzu,DX 4 | DX 8 | DX 12 | DX 14
1073,Splash Dance!!,splash dance!!|五个音击小女孩|爽舞|水花之舞|泳装2|splash dance|飞溅之舞,155,曲：Q-MHz／歌：オンゲキシューターズ,DX 3 | DX 7 | DX 10 | DX 13
1072,MEGATON BLAST,megaton blast|百万吨爆炸|华尔兹2|mb|威震天爆炸|早濑优香|高濑梨绪|mfy|核爆|百万吨爆|优香|体操服优香|百万爆|爆,194,BlackY vs. Yooh,DX 5 | DX 9 | DX 12+ | DX 14
1070,BOUNCE & DANCE,bounce & dance|弹舞|弹力舞|又蹦又跳|小白兔|小星|弹跳|bounce＆dance|bounce dance,135,IOSYS TRAX,DX 3 | DX 7+ | DX 10 | DX 13+
1068,トラフィック・ジャム,トラフィック・ジャム|traffic jam|堵车|黄埔|交通堵塞|煮儿果实|黄谱|黄歌|交通阻塞|trafficjam|jam,130,煮ル果実,DX 2 | DX 6 | DX 9+ | DX 12+
1054,蒼穹舞楽,蒼穹舞楽|妍酱|苍穹|斗破苍穹|菅穹舞乐|苍穹舞乐|神里绫人,195,Capchii,DX 5 | DX 8 | DX 12+ | DX 13+
1052,トランスダンスアナーキー,トランスダンスアナーキー|trance|尬舞姐妹|女同9|trance dance anarchy,195,暁Records,DX 4 | DX 7+ | DX 10+ | DX 13
1051,ハウリング,ハウリング|黄灵梦|黄|yellow|howling|嚎叫,184,Liz Triangle,DX 3 | DX 7 | DX 9+ | DX 13
1049,Melody！,melody！|旋律|melody|美乐蒂|东方绚彩歌|马老弟,175,あ～るの～と（いえろ～ぜぶら）,DX 3 | DX 6 | DX 9+ | DX 12
1045,星めぐり、果ての君へ。,星めぐり、果ての君へ。|星果|星果君|星斗流转、赴你为终|星间巡游致尽头的你|🥺|星斗流转,175,TAKU1175 ft.駄々子,DX 4 | DX 7+ | DX 10+ | DX 12+ | DX 13
1041,ALiVE,alive|余华|嗷呜|活着|活,170,ClariS「リコリス・リコイル」,DX 3 | DX 7+ | DX 11 | DX 13
1040,ベースラインやってる？笑,ベースラインやってる？笑|lol|变态萝莉|bassline|什么什么笑|颜文字|女流氓|妹妹v50|痴女nanahira|学妹恰个v|女痴汉|笑|nanahira|舞时|妹妹恰个v|ななひら|要来段bassline吗？笑|w|baseline,128,かめりあ feat. ななひら,DX 2 | DX 7+ | DX 11 | DX 13
1037,幽霊東京,幽霊東京|幽灵东京|诱0东京|杨陵东京|幽灵京东|幽灵线东京|汐子|东京|黑子|幽灵北京,124,Ayase,DX 1 | DX 6 | DX 8+ | DX 12
1032,CO5M1C R4ILR0AD,co5m1c r4ilr0ad|514|⭐️奴|cosmic railroad|银河铁路|星怒铁道|宇宙铁路|水晶火车|银河铁道|星奴|火车头|星铁|宇宙铁道|星穹轨道|宇宙泥头车|railroad|雷切2|银河列车|五氧化碳|星穹铁道|崩坏星穹铁道|5140|铁路|co5|小杯,155,kanone,DX 4 | DX 8 | DX 11+ | DX 14
1031,みなえをチェック！,みなえをチェック！|美苗|口水歌|指挥棒|注目,178,小野 美苗(CV:伊藤 美来),DX 3 | DX 7+ | DX 10 | DX 13
1030,単一指向性オーバーブルーム,単一指向性オーバーブルーム|开花|单一指向性|单向性|单一|单一手癖性|大额头,158,葛城 華(CV:丸岡 和佳奈),DX 3 | DX 7 | DX 10 | DX 13 | DX 13+
1029,サヨナラフリーウェイ,サヨナラフリーウェイ|再见|再见高速公路|抑郁症|我有抑郁症,170,萩原 七々瀬(CV:東城 日沙子),DX 3 | DX 7+ | DX 9+ | DX 12+
1028,オーケー？　オーライ！,オーケー？ オーライ！|ok|3q|ok all right|？！,150,五十嵐 撫子(CV:花井 美春),DX 3 | DX 7 | DX 9 | DX 12+
1026,ハジマリノピアノ,ハジマリノピアノ|大灵通|yyut|钢琴|哈吉玛丽弄钢琴|最初的钢琴,190,ゆゆうた,DX 5 | DX 7+ | DX 10+ | DX 13+
1025,Sound Chimera,sound chimera|声音奇美拉|天使马杀鸡|小奇美拉|音奇美拉|奇美拉|奇美拉之声|himera|灵梦撒币plus,190,Laur,DX 4 | DX 8 | DX 12 | DX 13+
1024,もぺもぺ,もぺもぺ|恐怖小花|もペもペ|毛坯毛坯|恶心|小花|草|小花花|儿童金曲|早八早八|好船|小蓝花|闪光弹|小白船|毛八|儿童鞋垫|mope|毛八毛八|鞋垫|烟火大会|毛胚毛胚|宝宝金曲|电棍电棍|mopemope|儿歌|蓝花|四川变脸|儿童邪典,100,LeaF,DX 3 | DX 8 | DX 12+ | DX 13+
